EggNOG,locus_tag,old_locus_tag,COG,minPos,maxPos,Orient,gene_id,NCBI_desc,protein_id,gi_id,pfam_id,interpro_id,EC_num,unknown,COG_desc,unknown2,NOG_desc
ENOG4105N5G,OG1RF_RS01425,OG1RF_10256,COG0637,264392,265078,+,NA,HAD-superfamily hydrolase,AEA92943.1,GI:327534109,PF00702,IPR005834,NA,GR,"Beta-phosphoglucomutase or related phosphatase, HAD superfamily",S,Hydrolase
NA,Intergenic_285_265079_265263,Intergenic_285_265079_265263,NA,265079,265263,.,Intergenic_285_265079_265263,Intergenic_285_265079_265263,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DGY,OG1RF_RS01430,OG1RF_10257,COG4477,265264,267000,+,ezrA,septation ring formation regulator EzrA,AEA92944.1,GI:327534110,PF06160,IPR010379,NA,D,Septation ring formation regulator EzrA,D,modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization (By similarity)
NA,Intergenic_286_267001_267125,Intergenic_286_267001_267125,NA,267001,267125,.,Intergenic_286_267001_267125,Intergenic_286_267001_267125,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C3J,OG1RF_RS01435,OG1RF_10258,COG1104,267126,268271,+,iscS,cysteine desulfurase,AEA92945.1,GI:327534111,PF00266,IPR000192,2.8.1.7,E,Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme,E,Cysteine desulfurase
NA,Intergenic_287_268272_268323,Intergenic_287_268272_268323,NA,268272,268323,.,Intergenic_287_268272_268323,Intergenic_287_268272_268323,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DPZ,OG1RF_RS01440,OG1RF_10259,COG0745,268324,269016,-,NA,response regulator,AEA92946.1,GI:327534112,"PF00072,PF00486",IPR001789,NA,TK,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain",T,Two component transcriptional regulator (Winged helix family
ENOG4105EB3,OG1RF_RS01445,OG1RF_10260,COG0642,269013,270494,-,NA,sensor histidine kinase,AEA92947.1,GI:327534113,"PF00672,PF00512,PF02518",IPR003594,2.7.3.-,T,Signal transduction histidine kinase,T,Histidine kinase
NA,Intergenic_289_270495_270679,Intergenic_289_270495_270679,NA,270495,270679,.,Intergenic_289_270495_270679,Intergenic_289_270495_270679,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106KMP,OG1RF_RS01450,OG1RF_10261,NA,270680,271657,+,NA,S-layer protein,AEA92948.1,GI:327534114,NA,NA,NA,NA,NA,S,NA
NA,Intergenic_290_271658_271841,Intergenic_290_271658_271841,NA,271658,271841,.,Intergenic_290_271658_271841,Intergenic_290_271658_271841,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106KMP,OG1RF_RS01455,OG1RF_10262,NA,271842,272807,+,NA,S-layer protein,AEA92949.1,GI:327534115,NA,NA,NA,NA,NA,S,NA
NA,Intergenic_291_272808_273025,Intergenic_291_272808_273025,NA,272808,273025,.,Intergenic_291_272808_273025,Intergenic_291_272808_273025,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4106KMP,OG1RF_RS01460,OG1RF_10263,NA,273026,274069,+,NA,S-layer protein,AEA92950.1,GI:327534116,NA,NA,NA,NA,NA,S,NA
NA,NA,OG1RF_10264,NA,274026,274190,+,mqo,malate:quinone oxidoreductase,AEA92951.1,GI:327534117,NA,NA,1.1.5.4,NA,NA,NA,NA
NA,Intergenic_293_274191_274242,Intergenic_293_274191_274242,NA,274191,274242,.,Intergenic_293_274191_274242,Intergenic_293_274191_274242,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105NKG,OG1RF_RS01465,OG1RF_10265,COG0666,274243,275046,+,NA,ankyrin repeat family protein,AEA92952.1,GI:327534118,PF00023,IPR002110,NA,T,Ankyrin repeat,S,ankyrin repeat-containing protein
NA,Intergenic_294_275047_275097,Intergenic_294_275047_275097,NA,275047,275097,.,Intergenic_294_275047_275097,Intergenic_294_275047_275097,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108AEE,OG1RF_RS01470,OG1RF_10266,COG0402,275098,276309,+,NA,amidohydrolase,AEA92953.1,GI:327534119,PF07969,NA,3.5.4.1,FR,Cytosine/adenosine deaminase or related metal-dependent hydrolase,F,Inherit from COG: deaminase
NA,Intergenic_295_276310_276418,Intergenic_295_276310_276418,NA,276310,276418,.,Intergenic_295_276310_276418,Intergenic_295_276310_276418,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105VUM,OG1RF_RS01475,OG1RF_10267,NA,276419,276838,-,NA,death-on-curing family protein,AEA92954.1,GI:327534120,PF05012,IPR006440,NA,NA,NA,S,Death-On-Curing Family
ENOG41084T4,OG1RF_RS01480,OG1RF_10268,NA,276835,277074,-,NA,hypothetical protein,AEA92955.1,GI:327534121,NA,IPR013432,NA,NA,NA,K,"transcriptional regulator antitoxin, MazE"
NA,Intergenic_297_277075_277175,Intergenic_297_277075_277175,NA,277075,277175,.,Intergenic_297_277075_277175,Intergenic_297_277075_277175,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105QIY,OG1RF_RS01485,OG1RF_10269,NA,277176,277988,-,NA,hypothetical protein,AEA92956.1,GI:327534122,NA,NA,NA,NA,NA,I,alpha/beta hydrolase fold
ENOG4107U9P,OG1RF_RS01490,OG1RF_10270,NA,277963,279555,-,NA,hypothetical protein,AEA92957.1,GI:327534123,PF07905,IPR012914,NA,NA,NA,K,Transcriptional regulator
NA,Intergenic_299_279556_279677,Intergenic_299_279556_279677,NA,279556,279677,.,Intergenic_299_279556_279677,Intergenic_299_279556_279677,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,OG1RF_10271,COG0074,279678,282689,+,NA,hypothetical protein,AEA92958.1,GI:327534124,"PF06263,PF06545",IPR010429,NA,C,"Succinyl-CoA synthetase, alpha subunit",NA,NA
ENOG4105G5A,OG1RF_RS01505,OG1RF_10272,NA,282682,283515,+,NA,hypothetical protein,AEA92959.1,GI:327534125,NA,NA,NA,NA,NA,S,Protein of unknown function (DUF2877)
NA,Intergenic_301_283516_283524,Intergenic_301_283516_283524,NA,283516,283524,.,Intergenic_301_283516_283524,Intergenic_301_283516_283524,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107U5Y,OG1RF_RS01510,OG1RF_10273,NA,283525,284778,+,NA,major facilitator family transporter,AEA92960.1,GI:327534126,PF07690,IPR011701,NA,NA,NA,G,Major Facilitator
NA,Intergenic_302_284779_284912,Intergenic_302_284779_284912,NA,284779,284912,.,Intergenic_302_284779_284912,Intergenic_302_284779_284912,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C5B,OG1RF_RS01515,OG1RF_10274,COG0549,284913,285851,+,arcC2,carbamate kinase,AEA92961.1,GI:327534127,PF00696,IPR003964,2.7.2.2,E,Carbamate kinase,E,carbamate kinase
NA,Intergenic_303_285852_285857,Intergenic_303_285852_285857,NA,285852,285857,.,Intergenic_303_285852_285857,Intergenic_303_285852_285857,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CK2,OG1RF_RS01520,OG1RF_10275,COG1301,285858,287078,+,NA,sodium/dicarboxylate symporter family protein,AEA92962.1,GI:327534128,PF00375,IPR001991,NA,C,Na+/H+-dicarboxylate symporter,C,sodium dicarboxylate symporter
ENOG4105DG4,OG1RF_RS01525,OG1RF_10276,COG2055,287038,288228,+,allD,ureidoglycolate dehydrogenase,AEA92963.1,GI:327534129,PF02615,IPR003767,1.1.1.154,C,"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family",C,malate L-lactate dehydrogenase
ENOG41083NE,OG1RF_RS01530,OG1RF_10277,NA,288228,289649,+,NA,UIT9 family protein,AEA92964.1,GI:327534130,PF03600,NA,NA,NA,NA,S,NA
NA,Intergenic_306_289650_289673,Intergenic_306_289650_289673,NA,289650,289673,.,Intergenic_306_289650_289673,Intergenic_306_289650_289673,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DZC,OG1RF_RS01535,OG1RF_10278,COG0402,289674,290897,+,atzC,N-isopropylammelide isopropylaminohydrolase,AEA92965.1,GI:327534131,PF07969,IPR013108,3.5.99.4,FR,Cytosine/adenosine deaminase or related metal-dependent hydrolase,F,cytosine deaminase
NA,Intergenic_307_290898_291343,Intergenic_307_290898_291343,NA,290898,291343,.,Intergenic_307_290898_291343,Intergenic_307_290898_291343,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS01540,OG1RF_10279,NA,291344,293638,+,NA,WxL domain surface protein,AEA92966.1,GI:327534132,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_308_293639_293729,Intergenic_308_293639_293729,NA,293639,293729,.,Intergenic_308_293639_293729,Intergenic_308_293639_293729,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS01545,OG1RF_10280,NA,293730,293894,-,NA,hypothetical protein,AEA92967.1,GI:327534133,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_309_293895_294094,Intergenic_309_293895_294094,NA,293895,294094,.,Intergenic_309_293895_294094,Intergenic_309_293895_294094,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107IF4,OG1RF_RS01550,OG1RF_10281,NA,294095,295453,+,NA,secreted antigen,AEA92968.1,GI:327534134,PF00188,IPR014044,NA,NA,NA,S,Cysteine-rich secretory protein family
NA,Intergenic_310_295454_295860,Intergenic_310_295454_295860,NA,295454,295860,.,Intergenic_310_295454_295860,Intergenic_310_295454_295860,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107RZ4,OG1RF_RS01555,OG1RF_10282,COG0620,295861,296988,+,NA,vitamin-B12 independent methionine synthase,AEA92969.1,GI:327534135,PF01717,NA,NA,E,Methionine synthase II (cobalamin-independent),E,Methionine synthase
NA,Intergenic_311_296989_297039,Intergenic_311_296989_297039,NA,296989,297039,.,Intergenic_311_296989_297039,Intergenic_311_296989_297039,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105C02,OG1RF_RS01560,OG1RF_10283,COG0628,297040,298224,-,NA,hypothetical protein,AEA92970.1,GI:327534136,PF01594,IPR002549,NA,R,Predicted PurR-regulated permease PerM,P,permease
NA,Intergenic_312_298225_298239,Intergenic_312_298225_298239,NA,298225,298239,.,Intergenic_312_298225_298239,Intergenic_312_298225_298239,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105PAX,OG1RF_RS01565,OG1RF_10284,NA,298240,298755,-,NA,hypothetical protein,AEA92971.1,GI:327534137,NA,NA,NA,NA,NA,S,Conserved Protein
NA,Intergenic_313_298756_298947,Intergenic_313_298756_298947,NA,298756,298947,.,Intergenic_313_298756_298947,Intergenic_313_298756_298947,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105F4N,OG1RF_RS01575,OG1RF_10285,COG3819,298948,299634,+,NA,hypothetical protein,AEA92972.1,GI:327534138,PF06149,IPR010374,NA,S,Uncharacterized membrane protein,S,Membrane
ENOG4105CWS,OG1RF_RS01580,OG1RF_10286,COG3817,299631,300575,+,NA,membrane protein,AEA92973.1,GI:327534139,PF06166,IPR009323,NA,S,Uncharacterized membrane protein,S,Membrane
NA,Intergenic_315_300576_300581,Intergenic_315_300576_300581,NA,300576,300581,.,Intergenic_315_300576_300581,Intergenic_315_300576_300581,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108KN7,OG1RF_RS01585,OG1RF_10287,COG2039,300582,301232,+,pcp,pyroglutamyl-peptidase I,AEA92974.1,GI:327534140,PF01470,IPR016125,3.4.19.3,O,Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase),O,Removes 5-oxoproline from various penultimate amino acid residues except L-proline (By similarity)
NA,Intergenic_316_301233_301633,Intergenic_316_301233_301633,NA,301233,301633,.,Intergenic_316_301233_301633,Intergenic_316_301233_301633,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DFD,OG1RF_RS01590,OG1RF_10288,COG1757,301634,303079,+,nhaC,Na+/H+ antiporter NhaC,AEA92975.1,GI:327534141,PF03553,IPR004770,NA,C,Na+/H+ antiporter NhaC,C,Na H antiporter
NA,Intergenic_317_303080_303230,Intergenic_317_303080_303230,NA,303080,303230,.,Intergenic_317_303080_303230,Intergenic_317_303080_303230,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107ZPB,OG1RF_RS01595,OG1RF_10289,COG1846,303231,303665,+,NA,MarR family transcriptional regulator,AEA92976.1,GI:327534142,PF01047,IPR000835,NA,K,"DNA-binding transcriptional regulator, MarR family",K,Transcriptional regulator
NA,Intergenic_318_303666_303669,Intergenic_318_303666_303669,NA,303666,303669,.,Intergenic_318_303666_303669,Intergenic_318_303666_303669,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108TVJ,OG1RF_RS01600,OG1RF_10290,COG0778,303670,304305,+,NA,nitroreductase,AEA92977.1,GI:327534143,PF00881,IPR000415,NA,C,Nitroreductase,C,Nitroreductase
NA,Intergenic_319_304306_304347,Intergenic_319_304306_304347,NA,304306,304347,.,Intergenic_319_304306_304347,Intergenic_319_304306_304347,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG410667J,OG1RF_RS01605,OG1RF_10291,COG0561,304348,305181,-,NA,HAD phosphatase superfamily protein,AEA92978.1,GI:327534144,PF08282,IPR000150,NA,HR,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,S,hydrolase
NA,Intergenic_320_305182_305364,Intergenic_320_305182_305364,NA,305182,305364,.,Intergenic_320_305182_305364,Intergenic_320_305182_305364,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CTS,OG1RF_RS01610,OG1RF_10292,COG2213,305365,307107,+,mtlA,"PTS family mannitol porter, EIICB component",AEA92979.1,GI:327534145,"PF02378,PF02302",NA,2.7.1.69,G,"Phosphotransferase system, mannitol-specific IIBC component",G,PTS system mannitol-specific
ENOG4105EMD,OG1RF_RS01615,OG1RF_10293,NA,307098,309131,+,NA,mannitol operon transcriptional antiterminator,AEA92980.1,GI:327534146,"PF08279,PF00874",IPR011608,NA,NA,NA,K,TRANSCRIPTIONal
NA,Intergenic_322_309132_309141,Intergenic_322_309132_309141,NA,309132,309141,.,Intergenic_322_309132_309141,Intergenic_322_309132_309141,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DTZ,OG1RF_RS01620,OG1RF_10294,COG4668,309142,309576,+,mltF,PTS family fructose/mannitol porter component IIA,AEA92981.1,GI:327534147,PF00359,IPR002178,2.7.1.69,G,"Mannitol/fructose-specific phosphotransferase system, IIA domain",G,bifunctional PTS system fructose-specific transporter subunit IIA HPr protein
NA,Intergenic_323_309577_309845,Intergenic_323_309577_309845,NA,309577,309845,.,Intergenic_323_309577_309845,Intergenic_323_309577_309845,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS01625,OG1RF_10295,NA,309846,310001,-,NA,hypothetical protein,AEA92982.1,GI:327534148,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_324_310002_310066,Intergenic_324_310002_310066,NA,310002,310066,.,Intergenic_324_310002_310066,Intergenic_324_310002_310066,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CTS,OG1RF_RS01630,OG1RF_10296,COG2213,310067,311959,+,mtlA2,"PTS family mannitol porter, EIICB component",AEA92983.1,GI:327534149,"PF02378,PF02302",IPR004718,2.7.1.69,G,"Phosphotransferase system, mannitol-specific IIBC component",G,PTS system mannitol-specific
NA,Intergenic_325_311960_311973,Intergenic_325_311960_311973,NA,311960,311973,.,Intergenic_325_311960_311973,Intergenic_325_311960_311973,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DTZ,OG1RF_RS01635,OG1RF_10297,COG4668,311974,312411,+,mltF2,PTS family fructose/mannitol porter component IIA,AEA92984.1,GI:327534150,PF00359,IPR002178,2.7.1.69,G,"Mannitol/fructose-specific phosphotransferase system, IIA domain",G,bifunctional PTS system fructose-specific transporter subunit IIA HPr protein
NA,Intergenic_326_312412_312425,Intergenic_326_312412_312425,NA,312412,312425,.,Intergenic_326_312412_312425,Intergenic_326_312412_312425,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107SQ3,OG1RF_RS01640,OG1RF_10298,COG0246,312426,313580,+,mtlD,mannitol-1-phosphate 5-dehydrogenase,AEA92985.1,GI:327534151,"PF01232,PF08125",IPR013118,1.1.1.17,G,Mannitol-1-phosphate/altronate dehydrogenases,G,mannitol-1-phosphate 5-dehydrogenase
NA,Intergenic_327_313581_313648,Intergenic_327_313581_313648,NA,313581,313648,.,Intergenic_327_313581_313648,Intergenic_327_313581_313648,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107VFR,OG1RF_RS01645,OG1RF_10299,COG0665,313649,314764,-,NA,DadA family oxidoreductase,AEA92986.1,GI:327534152,PF01266,IPR006076,NA,E,Glycine/D-amino acid oxidase (deaminating),E,oxidoreductase
NA,Intergenic_328_314765_314842,Intergenic_328_314765_314842,NA,314765,314842,.,Intergenic_328_314765_314842,Intergenic_328_314765_314842,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG41060J4,OG1RF_RS01650,OG1RF_10300,NA,314843,315481,-,NA,hypothetical protein,AEA92987.1,GI:327534153,PF07993,IPR016040,NA,NA,NA,S,3-beta hydroxysteroid dehydrogenase/isomerase family
NA,Intergenic_329_315482_315801,Intergenic_329_315482_315801,NA,315482,315801,.,Intergenic_329_315482_315801,Intergenic_329_315482_315801,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105TGK,OG1RF_RS01655,OG1RF_10301,NA,315802,316980,+,NA,efflux transporter,AEA92988.1,GI:327534154,NA,NA,NA,NA,NA,S,"Efflux transporter rnd family, mfp subunit"
NA,Intergenic_330_316981_316989,Intergenic_330_316981_316989,NA,316981,316989,.,Intergenic_330_316981_316989,Intergenic_330_316981_316989,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CQU,OG1RF_RS01660,OG1RF_10302,COG1136,316990,317700,+,NA,"ABC superfamily ATP binding cassette transporter, ABC protein",AEA92989.1,GI:327534155,PF00005,IPR003593,3.6.3.-,M,"ABC-type lipoprotein export system, ATPase component",V,"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)"
ENOG4107RBB,OG1RF_RS01665,OG1RF_10303,COG0577,317697,318926,+,NA,"ABC superfamily ATP binding cassette transporter, membrane protein",AEA92990.1,GI:327534156,PF02687,IPR003838,NA,V,"ABC-type antimicrobial peptide transport system, permease component",V,"ABC transporter, permease"
NA,Intergenic_332_318927_318996,Intergenic_332_318927_318996,NA,318927,318996,.,Intergenic_332_318927_318996,Intergenic_332_318927_318996,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,OG1RF_RS01670,OG1RF_10304,NA,318997,319215,+,NA,adenylosuccinate synthetase,AEA92991.1,GI:327534157,NA,NA,6.3.4.4,NA,NA,NA,NA
NA,OG1RF_RS01675,OG1RF_10305,NA,319212,320333,+,NA,hypothetical protein,AEA92992.1,GI:327534158,NA,NA,NA,NA,NA,NA,NA
NA,Intergenic_334_320334_320375,Intergenic_334_320334_320375,NA,320334,320375,.,Intergenic_334_320334_320375,Intergenic_334_320334_320375,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG410900M,OG1RF_RS01680,OG1RF_10306,NA,320376,321080,-,NA,hypothetical protein,AEA92993.1,GI:327534159,NA,NA,NA,NA,NA,S,NA
ENOG4108IBG,OG1RF_RS01685,OG1RF_10307,COG0477,321080,322597,-,lmrB,MFS family lincomycin resistance protein LmrB,AEA92994.1,GI:327534160,PF07690,IPR004638,NA,GEPR,MFS family permease,P,"Drug resistance transporter, EmrB QacA subfamily"
NA,Intergenic_336_322598_322697,Intergenic_336_322598_322697,NA,322598,322697,.,Intergenic_336_322598_322697,Intergenic_336_322598_322697,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105YGA,OG1RF_RS01690,OG1RF_10308,NA,322698,323165,+,NA,MerR family transcriptional regulator,AEA92995.1,GI:327534161,PF00376,NA,NA,NA,NA,K,Transcriptional regulator
NA,Intergenic_337_323166_323295,Intergenic_337_323166_323295,NA,323166,323295,.,Intergenic_337_323166_323295,Intergenic_337_323166_323295,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105J4Q,OG1RF_RS01695,OG1RF_10309,COG1414,323296,324048,+,NA,IclR family transcriptional regulator,AEA92996.1,GI:327534162,"PF09339,PF01614",IPR014757,NA,K,"DNA-binding transcriptional regulator, IclR family",K,Transcriptional regulator
NA,Intergenic_338_324049_324208,Intergenic_338_324049_324208,NA,324049,324208,.,Intergenic_338_324049_324208,Intergenic_338_324049_324208,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4108UHU,OG1RF_RS01700,OG1RF_10310,COG0800,324209,324856,+,eda-1,2-dehydro-3-deoxy-phosphogluconate aldolase,AEA92997.1,GI:327534163,PF01081,IPR013785,4.1.3.16,G,2-keto-3-deoxy-6-phosphogluconate aldolase,G,Aldolase
NA,Intergenic_339_324857_324860,Intergenic_339_324857_324860,NA,324857,324860,.,Intergenic_339_324857_324860,Intergenic_339_324857_324860,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107QT3,OG1RF_RS01705,OG1RF_10311,COG0524,324861,325868,+,NA,PfkB family carbohydrate kinase,AEA92998.1,GI:327534164,PF00294,IPR011611,NA,G,"Sugar or nucleoside kinase, ribokinase family",G,pfkb domain protein
NA,Intergenic_340_325869_325880,Intergenic_340_325869_325880,NA,325869,325880,.,Intergenic_340_325869_325880,Intergenic_340_325869_325880,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105D50,OG1RF_RS01710,OG1RF_10312,COG3717,325881,326720,+,kduI1,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,AEA92999.1,GI:327534165,PF04962,IPR007045,5.3.1.17,G,5-keto 4-deoxyuronate isomerase,G,"Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate (By similarity)"
NA,Intergenic_341_326721_326741,Intergenic_341_326721_326741,NA,326721,326741,.,Intergenic_341_326721_326741,Intergenic_341_326721_326741,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4107EXU,OG1RF_RS01715,OG1RF_10313,COG1028,326742,327530,+,idnO,gluconate 5-dehydrogenase,AEA93000.1,GI:327534166,PF00106,IPR002198,1.1.1.69,IQR,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",S,Short-chain dehydrogenase reductase Sdr
NA,Intergenic_342_327531_327759,Intergenic_342_327531_327759,NA,327531,327759,.,Intergenic_342_327531_327759,Intergenic_342_327531_327759,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105F5H,OG1RF_RS01720,OG1RF_10314,COG4225,327760,328866,+,rhiN,RhiN protein,AEA93001.1,GI:327534167,PF07470,IPR010905,NA,G,Rhamnogalacturonyl hydrolase YesR,E,Glycosyl Hydrolase Family 88
NA,Intergenic_343_328867_328886,Intergenic_343_328867_328886,NA,328867,328886,.,Intergenic_343_328867_328886,Intergenic_343_328867_328886,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105DR6,OG1RF_RS01725,OG1RF_10315,COG1638,328887,329894,+,NA,"TRAP-T family tripartite ATP-independent periplasmic transporter, binding protein",AEA93002.1,GI:327534168,PF03480,IPR004682,NA,G,"TRAP-type C4-dicarboxylate transport system, periplasmic component",G,"Trap dicarboxylate transporter, dctp subunit"
NA,Intergenic_344_329895_329908,Intergenic_344_329895_329908,NA,329895,329908,.,Intergenic_344_329895_329908,Intergenic_344_329895_329908,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105VFS,OG1RF_RS01730,OG1RF_10316,COG3090,329909,330385,+,NA,"TRAP-T family tripartite ATP-independent periplasmic transporter, membrane protein",AEA93003.1,GI:327534169,PF04290,IPR007387,NA,G,"TRAP-type C4-dicarboxylate transport system, small permease component",G,Tripartite ATP-independent periplasmic transporter dctq component
NA,Intergenic_345_330386_330420,Intergenic_345_330386_330420,NA,330386,330420,.,Intergenic_345_330386_330420,Intergenic_345_330386_330420,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOG4105CG6,OG1RF_RS01735,OG1RF_10317,COG1593,330421,331716,+,dctM,"TRAP-T family tripartite ATP-independent periplasmic transporter, membrane protein",AEA93004.1,GI:327534170,PF06808,IPR010656,NA,G,"TRAP-type C4-dicarboxylate transport system, large permease component",G,trap dicarboxylate transporter dctm subunit
